left_policy,right_policy,split,pair_index,seed,left_side,outcome,left_objective_completed,right_objective_completed,left_score,right_score,decisions,terminated,truncated,peer_tic_lag_max,protocol_inconsistent,action_tic_inconsistent,score_event_inconsistent,scenario_hash,environment_attempts,score_difference
policy-0200000,policy-1603584,validation,250,1019181764,host,win,False,False,1,0,516,False,True,0,False,False,False,91569d20cd52844cfa31284fe8df2886b3d8f2860bacfb6070c5d828511a7cb8,1,1
policy-0200000,policy-1603584,validation,250,1019181764,opponent,loss,True,True,1,3,187,True,False,0,False,False,False,91569d20cd52844cfa31284fe8df2886b3d8f2860bacfb6070c5d828511a7cb8,1,-2
policy-0200000,policy-1603584,validation,251,245721494,host,draw,True,True,2,2,507,False,True,0,False,False,False,91569d20cd52844cfa31284fe8df2886b3d8f2860bacfb6070c5d828511a7cb8,1,0
policy-0200000,policy-1603584,validation,251,245721494,opponent,loss,True,True,2,3,291,True,False,0,False,False,False,91569d20cd52844cfa31284fe8df2886b3d8f2860bacfb6070c5d828511a7cb8,1,-1
policy-0200000,policy-1603584,validation,252,1891682600,host,draw,True,True,2,2,523,False,True,0,False,False,False,91569d20cd52844cfa31284fe8df2886b3d8f2860bacfb6070c5d828511a7cb8,1,0
policy-0200000,policy-1603584,validation,252,1891682600,opponent,draw,True,True,2,2,323,False,True,0,False,False,False,91569d20cd52844cfa31284fe8df2886b3d8f2860bacfb6070c5d828511a7cb8,1,0
policy-0200000,policy-1603584,validation,253,1200430541,host,loss,True,True,1,3,208,True,False,0,False,False,False,91569d20cd52844cfa31284fe8df2886b3d8f2860bacfb6070c5d828511a7cb8,1,-2
policy-0200000,policy-1603584,validation,253,1200430541,opponent,win,True,True,3,2,284,True,False,0,False,False,False,91569d20cd52844cfa31284fe8df2886b3d8f2860bacfb6070c5d828511a7cb8,1,1
policy-0200000,policy-1603584,validation,254,1349791374,host,win,True,True,2,1,523,False,True,0,False,False,False,91569d20cd52844cfa31284fe8df2886b3d8f2860bacfb6070c5d828511a7cb8,1,1
policy-0200000,policy-1603584,validation,254,1349791374,opponent,loss,False,True,0,1,523,False,True,0,False,False,False,91569d20cd52844cfa31284fe8df2886b3d8f2860bacfb6070c5d828511a7cb8,1,-1
policy-0200000,policy-1800768,validation,250,1019181764,host,win,True,True,2,1,200,False,True,0,False,False,False,91569d20cd52844cfa31284fe8df2886b3d8f2860bacfb6070c5d828511a7cb8,1,1
policy-0200000,policy-1800768,validation,250,1019181764,opponent,loss,True,True,1,2,144,False,True,0,False,False,False,91569d20cd52844cfa31284fe8df2886b3d8f2860bacfb6070c5d828511a7cb8,1,-1
policy-0200000,policy-1800768,validation,251,245721494,host,draw,True,True,2,2,456,False,True,0,False,False,False,91569d20cd52844cfa31284fe8df2886b3d8f2860bacfb6070c5d828511a7cb8,1,0
policy-0200000,policy-1800768,validation,251,245721494,opponent,win,True,True,2,1,282,False,True,0,False,False,False,91569d20cd52844cfa31284fe8df2886b3d8f2860bacfb6070c5d828511a7cb8,1,1
policy-0200000,policy-1800768,validation,252,1891682600,host,draw,True,True,1,1,523,False,True,0,False,False,False,91569d20cd52844cfa31284fe8df2886b3d8f2860bacfb6070c5d828511a7cb8,1,0
policy-0200000,policy-1800768,validation,252,1891682600,opponent,loss,True,True,2,3,316,True,False,0,False,False,False,91569d20cd52844cfa31284fe8df2886b3d8f2860bacfb6070c5d828511a7cb8,1,-1
policy-0200000,policy-1800768,validation,253,1200430541,host,loss,True,True,1,2,237,False,True,0,False,False,False,91569d20cd52844cfa31284fe8df2886b3d8f2860bacfb6070c5d828511a7cb8,1,-1
policy-0200000,policy-1800768,validation,253,1200430541,opponent,win,True,True,3,2,501,True,False,0,False,False,False,91569d20cd52844cfa31284fe8df2886b3d8f2860bacfb6070c5d828511a7cb8,1,1
policy-0200000,policy-1800768,validation,254,1349791374,host,draw,True,True,2,2,370,False,True,0,False,False,False,91569d20cd52844cfa31284fe8df2886b3d8f2860bacfb6070c5d828511a7cb8,1,0
policy-0200000,policy-1800768,validation,254,1349791374,opponent,loss,True,True,1,2,176,False,True,0,False,False,False,91569d20cd52844cfa31284fe8df2886b3d8f2860bacfb6070c5d828511a7cb8,1,-1
policy-0200000,policy-2000000,validation,250,1019181764,host,win,True,True,3,1,200,True,False,0,False,False,False,91569d20cd52844cfa31284fe8df2886b3d8f2860bacfb6070c5d828511a7cb8,1,2
policy-0200000,policy-2000000,validation,250,1019181764,opponent,loss,True,True,1,2,335,False,True,0,False,False,False,91569d20cd52844cfa31284fe8df2886b3d8f2860bacfb6070c5d828511a7cb8,1,-1
policy-0200000,policy-2000000,validation,251,245721494,host,draw,False,False,0,0,523,False,True,0,False,False,False,91569d20cd52844cfa31284fe8df2886b3d8f2860bacfb6070c5d828511a7cb8,1,0
policy-0200000,policy-2000000,validation,251,245721494,opponent,loss,True,True,2,3,201,True,False,0,False,False,False,91569d20cd52844cfa31284fe8df2886b3d8f2860bacfb6070c5d828511a7cb8,1,-1
policy-0200000,policy-2000000,validation,252,1891682600,host,draw,False,False,0,0,523,False,True,0,False,False,False,91569d20cd52844cfa31284fe8df2886b3d8f2860bacfb6070c5d828511a7cb8,1,0
policy-0200000,policy-2000000,validation,252,1891682600,opponent,loss,True,True,2,3,333,True,False,0,False,False,False,91569d20cd52844cfa31284fe8df2886b3d8f2860bacfb6070c5d828511a7cb8,1,-1
policy-0200000,policy-2000000,validation,253,1200430541,host,loss,False,True,0,1,523,False,True,0,False,False,False,91569d20cd52844cfa31284fe8df2886b3d8f2860bacfb6070c5d828511a7cb8,1,-1
policy-0200000,policy-2000000,validation,253,1200430541,opponent,win,True,True,3,2,468,True,False,0,False,False,False,91569d20cd52844cfa31284fe8df2886b3d8f2860bacfb6070c5d828511a7cb8,1,1
policy-0200000,policy-2000000,validation,254,1349791374,host,draw,True,True,2,2,523,False,True,0,False,False,False,91569d20cd52844cfa31284fe8df2886b3d8f2860bacfb6070c5d828511a7cb8,1,0
policy-0200000,policy-2000000,validation,254,1349791374,opponent,loss,True,True,2,3,328,True,False,0,False,False,False,91569d20cd52844cfa31284fe8df2886b3d8f2860bacfb6070c5d828511a7cb8,1,-1
policy-0800000,policy-0800000,validation,250,1019181764,host,win,True,True,3,1,145,True,False,0,False,False,False,91569d20cd52844cfa31284fe8df2886b3d8f2860bacfb6070c5d828511a7cb8,1,2
policy-0800000,policy-0800000,validation,250,1019181764,opponent,loss,True,True,1,2,146,False,True,0,False,False,False,91569d20cd52844cfa31284fe8df2886b3d8f2860bacfb6070c5d828511a7cb8,1,-1
policy-0800000,policy-0800000,validation,251,245721494,host,win,True,True,3,1,288,True,False,0,False,False,False,91569d20cd52844cfa31284fe8df2886b3d8f2860bacfb6070c5d828511a7cb8,1,2
policy-0800000,policy-0800000,validation,251,245721494,opponent,loss,True,True,1,3,288,True,False,0,False,False,False,91569d20cd52844cfa31284fe8df2886b3d8f2860bacfb6070c5d828511a7cb8,1,-2
policy-0800000,policy-0800000,validation,252,1891682600,host,win,True,True,3,2,339,True,False,0,False,False,False,91569d20cd52844cfa31284fe8df2886b3d8f2860bacfb6070c5d828511a7cb8,1,1
policy-0800000,policy-0800000,validation,252,1891682600,opponent,loss,True,True,2,3,339,True,False,0,False,False,False,91569d20cd52844cfa31284fe8df2886b3d8f2860bacfb6070c5d828511a7cb8,1,-1
policy-0800000,policy-0800000,validation,253,1200430541,host,draw,True,True,2,2,424,False,True,0,False,False,False,91569d20cd52844cfa31284fe8df2886b3d8f2860bacfb6070c5d828511a7cb8,1,0
policy-0800000,policy-0800000,validation,253,1200430541,opponent,loss,True,True,2,3,246,True,False,0,False,False,False,91569d20cd52844cfa31284fe8df2886b3d8f2860bacfb6070c5d828511a7cb8,1,-1
policy-0800000,policy-0800000,validation,254,1349791374,host,win,True,True,3,2,253,True,False,0,False,False,False,91569d20cd52844cfa31284fe8df2886b3d8f2860bacfb6070c5d828511a7cb8,1,1
policy-0800000,policy-0800000,validation,254,1349791374,opponent,loss,True,True,2,3,318,True,False,0,False,False,False,91569d20cd52844cfa31284fe8df2886b3d8f2860bacfb6070c5d828511a7cb8,1,-1
policy-0800000,policy-1000256,validation,250,1019181764,host,draw,True,True,2,2,222,False,True,0,False,False,False,91569d20cd52844cfa31284fe8df2886b3d8f2860bacfb6070c5d828511a7cb8,1,0
policy-0800000,policy-1000256,validation,250,1019181764,opponent,draw,True,True,2,2,320,False,True,0,False,False,False,91569d20cd52844cfa31284fe8df2886b3d8f2860bacfb6070c5d828511a7cb8,1,0
policy-0800000,policy-1000256,validation,251,245721494,host,draw,True,True,2,2,291,False,True,0,False,False,False,91569d20cd52844cfa31284fe8df2886b3d8f2860bacfb6070c5d828511a7cb8,1,0
policy-0800000,policy-1000256,validation,251,245721494,opponent,draw,True,True,2,2,386,False,True,0,False,False,False,91569d20cd52844cfa31284fe8df2886b3d8f2860bacfb6070c5d828511a7cb8,1,0
policy-0800000,policy-1000256,validation,252,1891682600,host,draw,True,True,2,2,314,False,True,0,False,False,False,91569d20cd52844cfa31284fe8df2886b3d8f2860bacfb6070c5d828511a7cb8,1,0
policy-0800000,policy-1000256,validation,252,1891682600,opponent,loss,True,True,2,3,240,True,False,0,False,False,False,91569d20cd52844cfa31284fe8df2886b3d8f2860bacfb6070c5d828511a7cb8,1,-1
policy-0800000,policy-1000256,validation,253,1200430541,host,win,True,True,3,2,241,True,False,0,False,False,False,91569d20cd52844cfa31284fe8df2886b3d8f2860bacfb6070c5d828511a7cb8,1,1
policy-0800000,policy-1000256,validation,253,1200430541,opponent,draw,True,True,2,2,325,False,True,0,False,False,False,91569d20cd52844cfa31284fe8df2886b3d8f2860bacfb6070c5d828511a7cb8,1,0
policy-0800000,policy-1000256,validation,254,1349791374,host,draw,True,True,2,2,240,False,True,0,False,False,False,91569d20cd52844cfa31284fe8df2886b3d8f2860bacfb6070c5d828511a7cb8,1,0
policy-0800000,policy-1000256,validation,254,1349791374,opponent,loss,True,True,2,3,354,True,False,0,False,False,False,91569d20cd52844cfa31284fe8df2886b3d8f2860bacfb6070c5d828511a7cb8,1,-1
policy-0800000,policy-1400000,validation,250,1019181764,host,win,True,True,3,2,192,True,False,0,False,False,False,91569d20cd52844cfa31284fe8df2886b3d8f2860bacfb6070c5d828511a7cb8,1,1
policy-0800000,policy-1400000,validation,250,1019181764,opponent,draw,True,True,2,2,340,False,True,0,False,False,False,91569d20cd52844cfa31284fe8df2886b3d8f2860bacfb6070c5d828511a7cb8,1,0
policy-0800000,policy-1400000,validation,251,245721494,host,win,True,True,3,1,238,True,False,0,False,False,False,91569d20cd52844cfa31284fe8df2886b3d8f2860bacfb6070c5d828511a7cb8,1,2
policy-0800000,policy-1400000,validation,251,245721494,opponent,draw,True,True,2,2,319,False,True,0,False,False,False,91569d20cd52844cfa31284fe8df2886b3d8f2860bacfb6070c5d828511a7cb8,1,0
policy-0800000,policy-1400000,validation,252,1891682600,host,draw,True,True,2,2,292,False,True,0,False,False,False,91569d20cd52844cfa31284fe8df2886b3d8f2860bacfb6070c5d828511a7cb8,1,0
policy-0800000,policy-1400000,validation,252,1891682600,opponent,loss,True,True,2,3,225,True,False,0,False,False,False,91569d20cd52844cfa31284fe8df2886b3d8f2860bacfb6070c5d828511a7cb8,1,-1
policy-0800000,policy-1400000,validation,253,1200430541,host,draw,True,True,2,2,190,False,True,0,False,False,False,91569d20cd52844cfa31284fe8df2886b3d8f2860bacfb6070c5d828511a7cb8,1,0
policy-0800000,policy-1400000,validation,253,1200430541,opponent,loss,True,True,2,3,313,True,False,0,False,False,False,91569d20cd52844cfa31284fe8df2886b3d8f2860bacfb6070c5d828511a7cb8,1,-1
policy-0800000,policy-1400000,validation,254,1349791374,host,loss,True,True,1,2,235,False,True,0,False,False,False,91569d20cd52844cfa31284fe8df2886b3d8f2860bacfb6070c5d828511a7cb8,1,-1
policy-0800000,policy-1400000,validation,254,1349791374,opponent,loss,True,True,1,2,312,False,True,0,False,False,False,91569d20cd52844cfa31284fe8df2886b3d8f2860bacfb6070c5d828511a7cb8,1,-1
policy-0800000,policy-1603584,validation,250,1019181764,host,draw,True,True,2,2,224,False,True,0,False,False,False,91569d20cd52844cfa31284fe8df2886b3d8f2860bacfb6070c5d828511a7cb8,1,0
policy-0800000,policy-1603584,validation,250,1019181764,opponent,loss,True,True,1,3,150,True,False,0,False,False,False,91569d20cd52844cfa31284fe8df2886b3d8f2860bacfb6070c5d828511a7cb8,1,-2
policy-0800000,policy-1603584,validation,251,245721494,host,loss,True,True,2,3,340,True,False,0,False,False,False,91569d20cd52844cfa31284fe8df2886b3d8f2860bacfb6070c5d828511a7cb8,1,-1
policy-0800000,policy-1603584,validation,251,245721494,opponent,draw,True,True,2,2,296,False,True,0,False,False,False,91569d20cd52844cfa31284fe8df2886b3d8f2860bacfb6070c5d828511a7cb8,1,0
policy-0800000,policy-1603584,validation,252,1891682600,host,loss,True,True,2,3,368,True,False,0,False,False,False,91569d20cd52844cfa31284fe8df2886b3d8f2860bacfb6070c5d828511a7cb8,1,-1
policy-0800000,policy-1603584,validation,252,1891682600,opponent,loss,True,True,2,3,264,True,False,0,False,False,False,91569d20cd52844cfa31284fe8df2886b3d8f2860bacfb6070c5d828511a7cb8,1,-1
policy-0800000,policy-1603584,validation,253,1200430541,host,draw,True,True,2,2,360,False,True,0,False,False,False,91569d20cd52844cfa31284fe8df2886b3d8f2860bacfb6070c5d828511a7cb8,1,0
policy-0800000,policy-1603584,validation,253,1200430541,opponent,draw,True,True,2,2,267,False,True,0,False,False,False,91569d20cd52844cfa31284fe8df2886b3d8f2860bacfb6070c5d828511a7cb8,1,0
policy-0800000,policy-1603584,validation,254,1349791374,host,draw,True,True,2,2,353,False,True,0,False,False,False,91569d20cd52844cfa31284fe8df2886b3d8f2860bacfb6070c5d828511a7cb8,1,0
policy-0800000,policy-1603584,validation,254,1349791374,opponent,draw,True,True,2,2,205,False,True,0,False,False,False,91569d20cd52844cfa31284fe8df2886b3d8f2860bacfb6070c5d828511a7cb8,1,0
policy-0800000,policy-1800768,validation,250,1019181764,host,win,True,True,3,2,261,True,False,0,False,False,False,91569d20cd52844cfa31284fe8df2886b3d8f2860bacfb6070c5d828511a7cb8,1,1
policy-0800000,policy-1800768,validation,250,1019181764,opponent,loss,True,True,1,3,176,True,False,0,False,False,False,91569d20cd52844cfa31284fe8df2886b3d8f2860bacfb6070c5d828511a7cb8,1,-2
policy-0800000,policy-1800768,validation,251,245721494,host,win,True,True,3,2,250,True,False,0,False,False,False,91569d20cd52844cfa31284fe8df2886b3d8f2860bacfb6070c5d828511a7cb8,1,1
policy-0800000,policy-1800768,validation,251,245721494,opponent,draw,True,True,2,2,355,False,True,0,False,False,False,91569d20cd52844cfa31284fe8df2886b3d8f2860bacfb6070c5d828511a7cb8,1,0
policy-0800000,policy-1800768,validation,252,1891682600,host,draw,True,True,2,2,272,False,True,0,False,False,False,91569d20cd52844cfa31284fe8df2886b3d8f2860bacfb6070c5d828511a7cb8,1,0
policy-0800000,policy-1800768,validation,252,1891682600,opponent,draw,True,True,2,2,223,False,True,0,False,False,False,91569d20cd52844cfa31284fe8df2886b3d8f2860bacfb6070c5d828511a7cb8,1,0
policy-0800000,policy-1800768,validation,253,1200430541,host,loss,True,True,1,2,276,False,True,0,False,False,False,91569d20cd52844cfa31284fe8df2886b3d8f2860bacfb6070c5d828511a7cb8,1,-1
policy-0800000,policy-1800768,validation,253,1200430541,opponent,draw,True,True,2,2,253,False,True,0,False,False,False,91569d20cd52844cfa31284fe8df2886b3d8f2860bacfb6070c5d828511a7cb8,1,0
policy-0800000,policy-1800768,validation,254,1349791374,host,loss,True,True,2,3,287,True,False,0,False,False,False,91569d20cd52844cfa31284fe8df2886b3d8f2860bacfb6070c5d828511a7cb8,1,-1
policy-0800000,policy-1800768,validation,254,1349791374,opponent,loss,True,True,2,3,272,True,False,0,False,False,False,91569d20cd52844cfa31284fe8df2886b3d8f2860bacfb6070c5d828511a7cb8,1,-1
policy-0800000,policy-2000000,validation,250,1019181764,host,loss,False,True,1,2,200,False,True,0,False,False,False,91569d20cd52844cfa31284fe8df2886b3d8f2860bacfb6070c5d828511a7cb8,1,-1
policy-0800000,policy-2000000,validation,250,1019181764,opponent,loss,True,True,1,2,180,False,True,0,False,False,False,91569d20cd52844cfa31284fe8df2886b3d8f2860bacfb6070c5d828511a7cb8,1,-1
policy-0800000,policy-2000000,validation,251,245721494,host,win,True,True,3,1,161,True,False,0,False,False,False,91569d20cd52844cfa31284fe8df2886b3d8f2860bacfb6070c5d828511a7cb8,1,2
policy-0800000,policy-2000000,validation,251,245721494,opponent,loss,True,True,2,3,382,True,False,0,False,False,False,91569d20cd52844cfa31284fe8df2886b3d8f2860bacfb6070c5d828511a7cb8,1,-1
policy-0800000,policy-2000000,validation,252,1891682600,host,draw,True,True,2,2,275,False,True,0,False,False,False,91569d20cd52844cfa31284fe8df2886b3d8f2860bacfb6070c5d828511a7cb8,1,0
policy-0800000,policy-2000000,validation,252,1891682600,opponent,draw,True,True,2,2,362,False,True,0,False,False,False,91569d20cd52844cfa31284fe8df2886b3d8f2860bacfb6070c5d828511a7cb8,1,0
policy-0800000,policy-2000000,validation,253,1200430541,host,loss,True,True,2,3,301,True,False,0,False,False,False,91569d20cd52844cfa31284fe8df2886b3d8f2860bacfb6070c5d828511a7cb8,1,-1
policy-0800000,policy-2000000,validation,253,1200430541,opponent,draw,True,True,2,2,266,False,True,0,False,False,False,91569d20cd52844cfa31284fe8df2886b3d8f2860bacfb6070c5d828511a7cb8,1,0
policy-0800000,policy-2000000,validation,254,1349791374,host,loss,True,True,1,2,239,False,True,0,False,False,False,91569d20cd52844cfa31284fe8df2886b3d8f2860bacfb6070c5d828511a7cb8,1,-1
policy-0800000,policy-2000000,validation,254,1349791374,opponent,draw,True,True,2,2,352,False,True,0,False,False,False,91569d20cd52844cfa31284fe8df2886b3d8f2860bacfb6070c5d828511a7cb8,1,0
policy-1000256,policy-1000256,validation,250,1019181764,host,win,True,True,3,2,232,True,False,0,False,False,False,91569d20cd52844cfa31284fe8df2886b3d8f2860bacfb6070c5d828511a7cb8,1,1
policy-1000256,policy-1000256,validation,250,1019181764,opponent,loss,True,True,2,3,232,True,False,0,False,False,False,91569d20cd52844cfa31284fe8df2886b3d8f2860bacfb6070c5d828511a7cb8,1,-1
policy-1000256,policy-1000256,validation,251,245721494,host,win,True,True,3,2,321,True,False,0,False,False,False,91569d20cd52844cfa31284fe8df2886b3d8f2860bacfb6070c5d828511a7cb8,1,1
policy-1000256,policy-1000256,validation,251,245721494,opponent,loss,True,True,2,3,321,True,False,0,False,False,False,91569d20cd52844cfa31284fe8df2886b3d8f2860bacfb6070c5d828511a7cb8,1,-1
policy-1000256,policy-1000256,validation,252,1891682600,host,draw,True,True,2,2,241,False,True,0,False,False,False,91569d20cd52844cfa31284fe8df2886b3d8f2860bacfb6070c5d828511a7cb8,1,0
policy-1000256,policy-1000256,validation,252,1891682600,opponent,draw,True,True,2,2,270,False,True,0,False,False,False,91569d20cd52844cfa31284fe8df2886b3d8f2860bacfb6070c5d828511a7cb8,1,0
policy-1000256,policy-1000256,validation,253,1200430541,host,draw,True,True,2,2,344,False,True,0,False,False,False,91569d20cd52844cfa31284fe8df2886b3d8f2860bacfb6070c5d828511a7cb8,1,0
policy-1000256,policy-1000256,validation,253,1200430541,opponent,draw,True,True,2,2,344,False,True,0,False,False,False,91569d20cd52844cfa31284fe8df2886b3d8f2860bacfb6070c5d828511a7cb8,1,0
policy-1000256,policy-1000256,validation,254,1349791374,host,win,True,True,3,2,400,True,False,0,False,False,False,91569d20cd52844cfa31284fe8df2886b3d8f2860bacfb6070c5d828511a7cb8,1,1
policy-1000256,policy-1000256,validation,254,1349791374,opponent,loss,True,True,2,3,400,True,False,0,False,False,False,91569d20cd52844cfa31284fe8df2886b3d8f2860bacfb6070c5d828511a7cb8,1,-1
policy-1000256,policy-1400000,validation,250,1019181764,host,win,True,True,3,2,211,True,False,0,False,False,False,91569d20cd52844cfa31284fe8df2886b3d8f2860bacfb6070c5d828511a7cb8,1,1
policy-1000256,policy-1400000,validation,250,1019181764,opponent,loss,True,True,2,3,323,True,False,0,False,False,False,91569d20cd52844cfa31284fe8df2886b3d8f2860bacfb6070c5d828511a7cb8,1,-1
policy-1000256,policy-1400000,validation,251,245721494,host,win,True,True,3,2,226,True,False,0,False,False,False,91569d20cd52844cfa31284fe8df2886b3d8f2860bacfb6070c5d828511a7cb8,1,1
policy-1000256,policy-1400000,validation,251,245721494,opponent,loss,True,True,1,2,290,False,True,0,False,False,False,91569d20cd52844cfa31284fe8df2886b3d8f2860bacfb6070c5d828511a7cb8,1,-1
policy-1000256,policy-1400000,validation,252,1891682600,host,draw,True,True,2,2,428,False,True,0,False,False,False,91569d20cd52844cfa31284fe8df2886b3d8f2860bacfb6070c5d828511a7cb8,1,0
policy-1000256,policy-1400000,validation,252,1891682600,opponent,draw,True,True,2,2,328,False,True,0,False,False,False,91569d20cd52844cfa31284fe8df2886b3d8f2860bacfb6070c5d828511a7cb8,1,0
policy-1000256,policy-1400000,validation,253,1200430541,host,draw,True,True,2,2,349,False,True,0,False,False,False,91569d20cd52844cfa31284fe8df2886b3d8f2860bacfb6070c5d828511a7cb8,1,0
policy-1000256,policy-1400000,validation,253,1200430541,opponent,win,True,True,3,2,412,True,False,0,False,False,False,91569d20cd52844cfa31284fe8df2886b3d8f2860bacfb6070c5d828511a7cb8,1,1
policy-1000256,policy-1400000,validation,254,1349791374,host,win,True,True,3,2,362,True,False,0,False,False,False,91569d20cd52844cfa31284fe8df2886b3d8f2860bacfb6070c5d828511a7cb8,1,1
policy-1000256,policy-1400000,validation,254,1349791374,opponent,draw,True,True,2,2,361,False,True,0,False,False,False,91569d20cd52844cfa31284fe8df2886b3d8f2860bacfb6070c5d828511a7cb8,1,0
policy-1000256,policy-1603584,validation,250,1019181764,host,win,True,True,2,1,164,False,True,0,False,False,False,91569d20cd52844cfa31284fe8df2886b3d8f2860bacfb6070c5d828511a7cb8,1,1
policy-1000256,policy-1603584,validation,250,1019181764,opponent,loss,True,True,1,3,156,True,False,0,False,False,False,91569d20cd52844cfa31284fe8df2886b3d8f2860bacfb6070c5d828511a7cb8,1,-2
policy-1000256,policy-1603584,validation,251,245721494,host,draw,True,True,2,2,399,False,True,0,False,False,False,91569d20cd52844cfa31284fe8df2886b3d8f2860bacfb6070c5d828511a7cb8,1,0
policy-1000256,policy-1603584,validation,251,245721494,opponent,draw,True,True,2,2,299,False,True,0,False,False,False,91569d20cd52844cfa31284fe8df2886b3d8f2860bacfb6070c5d828511a7cb8,1,0
policy-1000256,policy-1603584,validation,252,1891682600,host,draw,True,True,2,2,433,False,True,0,False,False,False,91569d20cd52844cfa31284fe8df2886b3d8f2860bacfb6070c5d828511a7cb8,1,0
policy-1000256,policy-1603584,validation,252,1891682600,opponent,loss,True,True,2,3,259,True,False,0,False,False,False,91569d20cd52844cfa31284fe8df2886b3d8f2860bacfb6070c5d828511a7cb8,1,-1
policy-1000256,policy-1603584,validation,253,1200430541,host,loss,True,True,1,3,238,True,False,0,False,False,False,91569d20cd52844cfa31284fe8df2886b3d8f2860bacfb6070c5d828511a7cb8,1,-2
policy-1000256,policy-1603584,validation,253,1200430541,opponent,draw,True,True,2,2,333,False,True,0,False,False,False,91569d20cd52844cfa31284fe8df2886b3d8f2860bacfb6070c5d828511a7cb8,1,0
policy-1000256,policy-1603584,validation,254,1349791374,host,draw,True,True,2,2,352,False,True,0,False,False,False,91569d20cd52844cfa31284fe8df2886b3d8f2860bacfb6070c5d828511a7cb8,1,0
